case,pv01,dv01_01,dv01_02,pv04_01,pv27,pv05,pv06_01,pv07_01,pv32_01,pv09,pv09_01,pv09_02,sd37,sd37_01,sd37_02,pv10,pv31,pv26,pv17,pv24,pv30,pv11_01,pv12,pv13_01,pv35,pv34,pv28,sd01,sd25_01,sd09_01,sd10,sd10_09,sd12,sd12_01,sd12_02,sd12_03,sd12_04,sd12_05,sd12_06,sd12_07,sd12_08,sd12_09,sd12_14,sd12_13,sd12_13a,sd14,sd14_10,sd17_01,sd40_01,sd21,sd21_10,sd30,sd50,sd50_01,sd50_02,sd47,sd47_01,sd47_02,sd45,sd45_01,sd45_02,sd36,sd36_01,sd36_02,sd52,sd52_01,sd52_02,sd49,sd49_01,sd49_02,sd44,sd44_01,sd44_02,sd41_16_cn,sd41_16_1,sd41_16_2,sd41_16_3,sd41_16_4,sd41_16_5,sd41_17_cn,sd41_17_1,sd41_17_2,sd41_17_3,sd41_17_4,sd41_17_5,sd41_12_cn,sd41_12_1,sd41_12_2,sd41_12_3,sd41_12_4,sd41_12_5,sd41_13_cn,sd41_13_1,sd41_13_2,sd41_13_3,sd41_13_4,sd41_13_5,sd41_07_cn,sd41_07_1,sd41_07_2,sd41_07_3,sd41_07_4,sd41_07_5,sd41_18_cn,sd41_18_1,sd41_18_2,sd41_18_3,sd41_18_4,sd41_18_5,sd41_15_cn,sd41_15_1,sd41_15_2,sd41_15_3,sd41_15_4,sd41_15_5,sd41_06_cn,sd41_06_1,sd41_06_2,sd41_06_3,sd41_06_4,sd41_06_5,sd41_11_cn,sd41_11_1,sd41_11_2,sd41_11_3,sd41_11_4,sd41_11_5,sd41_04_cn,sd41_04_1,sd41_04_2,sd41_04_3,sd41_04_4,sd41_04_5,sd41_03_cn,sd41_03_1,sd41_03_2,sd41_03_3,sd41_03_4,sd41_03_5,sd41_05_cn,sd41_05_1,sd41_05_2,sd41_05_3,sd41_05_4,sd41_05_5,sd41_10_cn,sd41_10_1,sd41_10_2,sd41_10_3,sd41_10_4,sd41_10_5,sd41_09_cn,sd41_09_1,sd41_09_2,sd41_09_3,sd41_09_4,sd41_09_5,sd43_16_cn,sd43_16_1,sd43_16_2,sd43_16_3,sd43_17_cn,sd43_17_1,sd43_17_2,sd43_17_3,sd43_12_cn,sd43_12_1,sd43_12_2,sd43_12_3,sd43_13_cn,sd43_13_1,sd43_13_2,sd43_13_3,sd43_07_cn,sd43_07_1,sd43_07_2,sd43_07_3,sd43_18_cn,sd43_18_1,sd43_18_2,sd43_18_3,sd43_15_cn,sd43_15_1,sd43_15_2,sd43_15_3,sd43_06_cn,sd43_06_1,sd43_06_2,sd43_06_3,sd43_11_cn,sd43_11_1,sd43_11_2,sd43_11_3,sd43_04_cn,sd43_04_1,sd43_04_2,sd43_04_3,sd43_03_cn,sd43_03_1,sd43_03_2,sd43_03_3,sd43_05_cn,sd43_05_1,sd43_05_2,sd43_05_3,sd43_10_cn,sd43_10_1,sd43_10_2,sd43_10_3,sd43_09_cn,sd43_09_1,sd43_09_2,sd43_09_3,sd39,sd38,sd51,sd48,sd46,sd54_01,ta02,ta03_count,ta03_1,ta03_2,ta03_3,ta03_4,ta03_5,ta03_6,ta03_7,ta03_8,ta03_9,ta03_10,ta03_11,ta03_12,ta03_13,ta03_14,ta03_15,ta03_16,ta03_17,ta03_18,ta03_19,ta03_20,ta03_21,ta03_22,ta03_23,ta03_24,ta04_count,ta04_1,ta04_2,ta04_3,ta04_4,ta04_5,ta04_6,ta04_7,ta04_8,ta04_9,ta04_10,ta04_11,ta04_12,ta04_13,ta04_14,ta04_15,ta04_16,ta04_17,ta04_18,ta04_19,ta04_20,ta04_21,ta04_22,ta04_23,ta04_24,ta05_01,ta06_01,ta07_01,ta08_01,ta09_01,age,protrans_att,protrans_attex,pronuke_att,num_charg,sizeclas,school,isced11,nuts2,nuts3,flatsize,hh_size,num_chld,hh_inc,size_pp,pv_year,fit,pv_pow,pv_cost,pv_gen23,pv_fin23,pv_fin23eur,pv_gen22,pv_fin22,pv_fin22eur,pv_purc,pv_purceur,pvfi_23,pvfi_22,no_purc,no_purceur,elcpur23_pv,elcpur23_non,elcpur23,pvsc_23,pvsc_22,raus,outlier,filter,tv,dish,wash,dryer,pc,oven,freezer,heater,ebike,ecar,aircon,sauna,pool,fridge,,ta08_01_korr
1828,1,8,7,3,3,23,25000,5000, ,1,1000, ,1,2000, ,1,2,2,10,15,6,2,13,10000,3, ,1,2,1975,   22851,7, ,2,1,1,2,1,1,1,1,2,1,1,1, ,4, ,6000,140,4, ,2,1,6000, , , , , , , ,1,1500, ,1,2000, , , , , , , ,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,55,71,50,48,5,5,5,6,3,5,7,22,228,140,4,2,6000,35,2021,"7,53",3,25000,5000,1000, , , , ,2000, ,1000, , , ,2000, ,2000,4000, ,0, , ,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,70
1841,1,6,5,10,3,23,16000,3000,3300,1,200, ,1,400, ,1,1,3,12,15,14,6,13,6000,3,3,1,2,1980,   97901,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,4200,220,3, ,1,1,3500, , , , ,1,400, ,2, ,600,2, ,0, , , ,1,400, ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,1,6,24,13,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,16,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,10,60,24,20,43,"3,3","3,07692307692308","1,5",2,10,5,7,97,979,220,3,1,4200,"73,3333333333333",2021,"7,53",10,16000,3000,200, ,3300,300, ,400, ,200,300, , ,400, ,400,2800,3000,0, , ,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,23
1857,1,7,4, ,3,21,20000,8900,8000,2, ,840,2, ,450,1,1,1,5,10,9,6,11,8000,1,1,1,1,1979,   92318,3, ,1,1,2,1,1,1,1,1,1,1,1,1, ,4, ,4990,30,1, , ,2, ,800, , , ,2, ,400,2, ,590,2, ,500, , , ,2, ,600,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,4,23,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,5,67,10,44,"3,1","2,84615384615385","2,5",1, ,1,2,92,923,30,1, ,4990,30,2019,"10,72", ,20000,8900, ,840,8000, ,840, ,450,"7835,82089552239","7835,82089552239", , ,"972,552409768749", ,"972,552409768749","1064,17910447761","164,179104477612",0, , ,2,2,2,1,1,1,1,1,2,2,2,2,1,1,,66
1870,1,7,8,10,4,23,4500,1200, ,2, ,17,2, ,2000,1,2,2,9,10,6,10000,10,4000,3, ,1,2,1990,   55116,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,4500,120,4, ,2,1,4000, , , , , , , ,2, ,1000,1,5000, , , , , , , ,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,3,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,200,67,20,33,3,"2,76923076923077",3,8,10,5,7,55,551,120,4,2,4500,30,2021,"7,53",10,4500,1200, ,17, , , , ,2000,"225,763612217795", , , ,"4322,45515452777", ,"4322,45515452777","974,236387782204", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,66
1877,1,6,6,"1,2",4,20,12563,1200,124,2, ,100,2, ,120,1,1,2,5,7,7,"1,2",11,1200,4,4,1,1,1985,    6120,6, ,1,1,1,1,1,2,1,1,1,1,1,1, ,6, ,5500,156,5, ,3,2, ,100, , , ,2, ,120,2, ,120,2, ,100, , , ,2, ,230,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,6,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,6,56,77,10,38,3,"2,76923076923077",3,6,1,2,6,61,612,156,5,3,5500,"31,2",2018,"12,05","1,2",12563,1200, ,100,124, ,120, ,120,"829,875518672199","995,850622406639", , ,"259,347309271666", ,"259,347309271666","370,124481327801","-871,850622406639",0, , ,2,1,1,1,1,2,1,2,1,2,2,2,2,1,,76
1920,1,10,11,250,4,24,500,150, ,1,200, ,1,150, ,1,2,1,10,10,20,300,14,1000,4, ,1,2,1985,   42115,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,6000,500,3, ,1,1,250, , , , , , , ,1,250, ,1,200, , , , , , , ,3,2,1,2,1,2,2,1,2,1,2,1,3,2,2,1,1,2,3,1,1,2,2,2,2,2,2,1,1,1,3,1,2,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,3,2,1,1,2,2,1,1,1,2,1,1,4,2,2,1,2,2,3,2,1,2,2,1,2,1,2,1,1,2,3,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,11,10,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,4,250,80,80,38,"3,2","2,76923076923077",3,13,250,5,7,42,421,500,3,1,6000,"166,666666666667",2022,"7,23",",25",500,150,200, , , , ,150, ,200, , , ,150, ,150,-50, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,79
1956,1,5,5,"1,1",3,23,23555,1200, ,1,900, ,1,2600, ,2,2,2, ,10,8, , , ,3, , ,2,1978,   16356,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,4500,147,3, ,1,1,4500, , , , , , , , , , ,1,1000, , , , , , , ,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,3,5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,5,5,60,50,50,45,2,"2,38461538461538",2,6,1,2,3,16,163,147,3,1,4500,49,2021,"7,53","1,1",23555,1200,900, , , , ,2600, ,900, , , ,2600, ,2600,300, ,0, , ,1,1,1,2,1,2,1,2,1,2,2,1,2,1,,49
1958,1,6,1,"4,42",5,23,15000,4204, ,1,1797, ,1,3194, ,1,2,1,21,20,21,"5,4",13,8000,5, ,1,2,1988,   96135,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,4000,155,3, ,1,1,0, , , , , , , ,1,0, ,1,0, , , , , , , ,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,",2",80,98,0,35,3,"3,07692307692308",3,4,4,5,7,96,961,155,3,1,4000,"51,6666666666667",2021,"7,53","4,42",15000,4204,1797, , , , ,3194, ,1797, , , ,3194, ,3194,2407, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,97
1962,1,7,7,11,4,24,20000,10200, ,1,5500, ,1,1000, ,1,2,3,13,15,5,5,14,4000,4, ,2,2,1985,   31785,7, ,2,1,1,1,1,1,2,1,2,1,1,1, ,5, ,55000,150,4, ,2,1,2500, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,30,23,25,38,"3,3","3,15384615384615",2,10,11,5,7,31,317,150,4,2,55000,"37,5",2022,"7,23",11,20000,10200,5500, , , , ,1000, ,5500, , , ,1000, ,1000,4700, ,0, , ,2,2,2,2,2,2,2,1,1,2,1,1,1,2,,22
1968,1,8,4,"9,5",4,25,30000,1206, ,1,428, ,1,1538, ,1,2,2,15,15,10,9,15,15000,4, ,1,1,1973,   72160,7, ,1,1,1,1,1,1,1,2,1,1,1,1, ,4, ,3700,120,4, ,0,1,6000, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,"1,5",1,41,51,50,50,5,5,5,6,9,4,6,72,721,120,4, ,3700,30,2023,"8,2","9,5",30000,1206,428, , , , ,1538, ,428, , , ,1538, ,1538,778, ,0, , ,1,1,2,2,2,2,2,2,1,2,1,1,1,2,,50
1987,1,6,6,120,3,23,1299,190, ,2, ,13,1,157, ,2,2,1, ,4,6, , , ,2, , ,1,1992,   61231,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,38777,129,1, ,0,1,138, , , , , , , ,1,12, ,1,156, , , , , , , ,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1, , ,8,6,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,368,50,14,31,"2,9","2,69230769230769","2,5",9,120,5,7,61,612,129,1, ,38777,129,2021,"7,53",120,1299,190, ,13, , , ,157, ,"172,642762284197", , , ,157, ,157,"17,3572377158035", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,49
1993,1,4,4,"13,14",3,25,35000,"550,7", ,2, ,30,2, ,2000,1,2,1,12,15,6,9,15,12000,2, ,1,1,1996,    4758,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,3300,140,1, ,0,2, ,1000, , , , , , ,2, ,1000,2, ,1000, , , , , , ,3,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,-8, , ,7,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,55,22,5,27,"4,6","4,69230769230769","4,5",7,13,5,7,47,475,140,1, ,3300,140,2023,"8,2","13,14",35000,"550,7", ,30, , , , ,2000,"365,853658536585", , , ,"4322,45515452777", ,"4322,45515452777","184,846341463415", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,21
2061,1,5,3,",67",4,25,600,70,0,1,6, ,1,4561, ,2,1,3, ,7,3, , , ,5,5, ,2,1972,   22459,7, ,1,1,1,1,1,1,1,2,1,1,1,1, ,4, ,4200,165,2, ,0,1,4724, , , , ,1,4724, , , , ,1,0, , , , , , , ,2,2,1,2,1,1,2,2,1,2,1,1,3,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,2,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,7,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,",5","1,5",12,31,20,51,"3,8","3,84615384615385","4,5",6,0,4,6,22,224,165,2, ,4200,"82,5",2023,"8,2",",67",600,70,6, ,0,0, ,4561, ,6,0, , ,4561, ,4561,64,0,0, , ,2,2,2,2,2,2,2,1,1,2,1,1,1,2,,30
2067,1,10,10,"1,5",3,18,120,200,180,1,80, ,1,76, ,1,1,1,5,7,8,"1,2",8,123,4,3,1,2,2001,    8056,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,3, ,5000,288,5, ,0,1,120, , , , ,1,72, ,1,80, ,1,130, , , , ,1,50, ,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,7,1,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,55,31,20,22,"3,1","2,92307692307692","3,5",4,1,5,7,80,805,288,5, ,5000,"57,6",2016,"12,31","1,5",120,200,80, ,180,60, ,76, ,80,60, , ,76, ,76,120,120,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,30
2077,1,7,6,"1,3",3,24,5423,1345, ,1,523, ,1,3421, ,1,2,2,6,8,4,"1,3",15,6500,3, ,2,1,1985,     691,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,5, ,8000,220,4, ,2,1,3242, , , , , , , , , , ,1,4323, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,3,1,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,55,33,100,38,3,"2,92307692307692","2,5",4,1,5,7,69,691,220,4,2,8000,55,2022,"7,23","1,3",5423,1345,523, , , , ,3421, ,523, , , ,3421, ,3421,822, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,32
2127,1,11,10, ,3,8, ,200, ,1, , ,1, , ,1,1,2,14,14,16, ,2,wie,3,4,1,2, ,   30159,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,-9, ,500,50,5, ,2,1, , , , , ,1, , ,1, , ,1, , , , , ,1, , ,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,10,10,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1, , , ,49, , ,"3,2","2,84615384615385","1,5",13, ,5,7,30,301,50,5,2,500,10,2006,"51,8", , ,200, , , , , , , , , , , , , , , , ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,48
2130,1,6,4,5,3,20,15000,5000, ,1,2000, ,1,1000, ,1,2,3,5,5,5,5,10,5000,2, ,1,1,1966,   84051,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,6, ,3450,250,4, , ,1,2500, , , , , , , , , , ,1,2000, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,9,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,45,23,40,57,3,"2,92307692307692",4,7,5,2,3,84,840,250,4, ,3450,"62,5",2018,"12,05",5,15000,5000,2000, , , , ,1000, ,2000, , , ,1000, ,1000,3000, ,0, , ,2,2,2,2,2,2,2,2,1,2,2,2,1,2,,22
2134,1,6,3,"2,6",3,21,10000,1000, ,1,900, ,2, ,200,1,2,1,5,10,6,15,11,1000,3, ,1,1,1999,   12623,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,6000,170,4, ,2,2, ,1700, , , , , , ,2, ,160,2, ,0, , , , , , ,3,2,1,2,1,2,3,2,1,2,1,2,3,2,1,2,1,2,3,2,1,2,1,2,3,2,1,2,1,2,2,2,2,1,1,1,3,2,1,2,1,2,3,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,5,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,6,110,23,20,24,"2,9","2,92307692307692",4,6,2,5,7,12,126,170,4,2,6000,"42,5",2019,"10,72","2,6",10000,1000,900, , , , , ,200,900, , , ,"432,245515452777", ,"432,245515452777",100, ,0, , ,2,2,2,2,2,2,2,2,1,2,2,1,2,2,,22
